65820,856749,46
37485,17910,89
836585,50256,62
840572,719280,100
750977,12903,36
208229,104157,27
477361,56903,2
125127,406892,8
48215,111334,17
601304,105366,97
764682,251806,90
149910,337573,65
577127,272677,68
58994,380884,82
414648,615358,91
420329,509214,39
575174,459829,94
142996,383660,80
55519,121842,13
205204,992862,90
649565,211984,91
727897,62960,14
558166,947179,99
42594,80085,45
291569,724848,99
134139,295751,60
7522,283168,98
484706,784404,55
429329,42564,92
499247,288845,93
4664,543552,30
27571,240320,95
786873,548022,31
91573,40911,90
267290,108368,98
607868,935826,98
412923,462855,2
228625,43458,100
347127,845529,58
116613,17237,89
35744,234438,37
177098,825343,90
17508,542790,92
556671,224884,90
523385,130609,100
81543,397982,98
25708,793073,23
530984,117075,100
601176,801834,78
395570,326154,4
6854,20641,100
155208,460052,96
29110,71098,76
995614,698318,92
687657,134234,30
90427,207234,88
337576,475945,52
678826,21144,93
795065,689193,94
775648,969461,98
69725,846888,65
1531,435166,29
25516,510347,93
22491,135401,43
65636,982311,93
361643,544056,96
682692,392901,16
640555,124,63
832629,911066,90
49784,900275,91
138788,39752,52
4089,162146,58
7830,988856,10
618773,286326,97
819696,81526,97
331410,356658,94
11269,804339,91
133247,374571,94
153360,54039,4
22438,15933,58
21837,874804,100
214673,533740,97
54877,176037,95
33198,578742,94
903699,159217,94
160838,101740,100
698160,502516,93
7858,119993,95
239250,865739,98
378478,16884,95
188671,983216,94
387230,153801,75
7134,920289,76
840288,309726,97
60040,20115,88
390461,65556,97
927138,26213,69
205963,114614,100
181086,36863,98
194269,729590,90
17060,860535,0
350827,547759,15
456304,122969,99
46732,192280,81
989929,578650,100
296809,183025,100
297329,218817,95
984964,938794,91
653930,926577,90
261309,194801,45
20744,335213,99
229496,435563,95
5135,821133,52
853880,361563,93
237711,30309,95
397340,19182,15
986526,905794,98
925395,73783,95
395802,14360,31
225633,248888,90
8152,182756,100
69458,51748,97
5705,21776,63
44864,287547,99
17745,496025,4
473854,32683,99
172691,74724,90
412459,658931,50
288293,189761,56
7932,937106,71
2477,937590,91
264601,43895,29
563198,847222,98
151683,170508,96
770965,637136,98
268053,46052,98
875597,604701,94
341069,180648,99
922915,754285,99
122393,423728,99
539438,183500,34
364544,742815,92
7641,147654,47
162627,401031,93
673402,49730,95
127886,945405,33
336028,864258,99
560654,462018,92
382632,108405,36
23223,996480,99
560315,55536,96
170432,41964,34
543955,537907,20
808407,835175,100
162977,436635,97
70893,61347,50
219372,893439,95
4150,452829,10
28285,587157,97
659057,304640,100
374,981450,29
196941,28267,72
444742,20751,40
678667,584222,98
855689,819656,99
2833,263970,96
10,292190,82
606375,986532,99
64653,7158,23
268056,18029,92
4194,573955,100
484651,353670,63
572355,299652,95
816572,851700,85
50540,395008,9
205285,930571,60
949080,123313,97
877954,222305,98
193872,68610,97
558761,596,22
297922,157627,97
245800,124685,89
811733,983179,95
94060,411321,85
123036,95306,96
22979,525441,92
138267,334995,98
23164,421188,16
6438,299536,16
108528,716964,90
994077,252582,98
753992,594720,99
608177,16095,0
266360,285956,78
4266,461283,84
112042,643549,89
939802,40676,96
270892,26384,61
52613,937038,19
712765,596712,99
548042,748970,98
580447,811588,94
943733,831924,90
526579,70684,95
306924,571486,18
550924,898189,92
719651,429367,100
63495,222620,9
41952,203461,92
461283,154139,92
194605,73065,100
66014,154203,30
32246,199282,83
353484,330173,97
220575,42891,52
776735,91286,83
64073,188024,61
603827,682491,91
997736,931835,47
91141,49976,93
239009,224478,88
51638,22676,92
60843,726463,1
313002,68017,49
933898,918709,97
425180,340578,78
184781,140185,98
166889,48932,27
2830,271017,37
191489,724073,91
480074,395439,92
984731,49606,43
846900,575507,93
804037,839114,100
417306,304603,89
809900,452971,100
839072,896619,15
83414,174641,95
283391,23768,42
64989,38746,83
678385,41030,97
835630,972034,98
674468,912908,13
46267,117295,43
538890,536776,91
481660,298043,91
938012,490231,92
13665,829456,78
36459,430583,24
727997,822258,96
432970,119358,94
190513,543314,10
838976,260140,83
369893,820165,91
7307,61919,85
69596,790451,91
737856,296298,99
303964,828363,97
584707,775040,100
788307,394022,35
819150,141912,92
468744,42909,95
494740,208260,92
237083,247615,100
339733,604497,99
957260,476849,98
250251,860430,95
533921,53750,19
971845,716245,98
681593,199418,96
195144,314467,90
1109,975874,97
701170,2166,91
212561,641104,94
47668,448428,37
255995,341954,100
125085,25710,2
533869,313549,21
693354,931688,99
718881,542640,1
820813,297039,0
51830,60235,71
163399,235021,25
359109,536313,94
293043,155186,67
882027,67276,100
408324,121098,91
111549,240567,3
14437,451692,95
197419,668039,90
241501,373059,97
481858,77281,92
196297,170865,77
450682,563497,100
382895,90162,92
689794,845689,60
789821,19020,95
854113,83491,80
911401,167509,86
989162,11374,8
877995,25204,87
396524,18002,17
343780,696923,98
197278,142569,98
757641,1284,82
45878,468409,90
14896,84111,71
772778,88165,70
522151,247080,99
551443,631971,98
711426,380397,92
965505,449510,99
682,244274,76
83252,195595,89
818722,491063,94
206029,217795,39
856881,288132,92
652328,269008,99
143235,554461,84
943813,350408,95
963808,434857,17
29103,912515,19
803599,526156,34
905853,519575,41
19779,132844,59
960825,876138,93
458932,16186,88
686102,462662,94
11199,1275,3
130912,975710,50
526112,559981,95
604624,530151,94
81817,276431,15
785537,836483,14
133695,106672,41
630044,522473,73
7710,445216,17
183534,620634,95
767120,326926,92
310138,416179,99
847512,10603,48
556440,982469,91
957258,966234,7
177055,660827,98
476463,344661,94
287917,699243,38
512445,74724,90
617175,340296,93
976516,394,91
365,296721,80
318527,435093,97
201602,796029,98
240655,638102,94
282257,497492,98
601036,551782,9
644168,74492,92
267400,10646,94
306421,721006,55
283229,197412,86
344920,582833,78
892168,552344,99
800685,980825,96
750673,123027,24
596893,586621,93
539061,727426,79
314821,738461,99
609685,780193,19
371840,530887,95
666216,407372,100
106725,931305,56
100395,273815,33
283801,159639,100
538568,390690,100
339110,117077,100
485741,3783,94
705521,204987,93
415051,55306,98
308586,51266,93
902052,964350,94
157340,474253,45
659073,568841,41
535808,311901,100
337264,932777,92
298517,486410,96
462420,962092,92
450615,127608,94
305386,135640,92
199430,677123,14
429968,986787,93
533362,218211,96
647965,1193,14
428791,711915,42
464059,607190,96
39108,173691,53
288854,30861,93
999439,766112,100
953753,927151,97
319873,99117,99
76840,454972,22
191407,423174,95
41814,317654,7
130638,200648,8
162663,665313,99
388162,574593,94
437084,24860,93
68986,429768,94
354316,824917,52
737999,125936,98
623970,996827,96
236511,84522,81
522411,229957,98
128981,714418,85
26203,121440,39
369066,449533,93
527023,310889,92
397554,350211,97
646663,561301,15
321408,7693,81
431043,765951,93
46376,1376,77
199648,239082,95
497499,114239,96
506355,77368,94
23938,124632,56
900630,287775,53
747361,20696,67
206855,2617,83
31134,118535,67
259426,901180,46
364153,145490,100
7584,349585,85
311501,157524,93
745993,150517,59
280823,574844,93
533347,538184,93
101523,421592,9
136156,70592,80
227250,179505,7
792752,227026,84
670182,877441,95
383762,215860,91
772046,466437,96
19173,472561,98
264885,115813,95
839693,965164,96
715072,203608,93
431503,93856,54
711429,120412,58
901884,982812,100
680921,50366,2
543141,561610,97
188353,393281,96
14125,751148,46
980605,805780,95
327971,300552,94
105325,278703,99
930005,29973,95
50707,405062,18
704607,345152,98
140206,472968,94
243342,996620,90
928413,476302,96
22451,816518,70
931701,367626,27
334335,418172,99
785797,320736,95
7894,923609,96
415713,76123,96
494294,548868,99
635360,315606,39
989651,13337,25
946388,798742,99
274235,414619,45
971620,14881,32
741464,362051,97
387619,126276,72
453666,22325,94
633459,16910,98
107558,583993,96
110214,905169,93
37788,516656,63
660914,928389,92
199980,732197,92
6919,266973,13
412648,163490,94
168486,420757,99
265638,3325,90
78620,20638,83
109007,118742,96
708229,268704,27
387446,708406,98
46383,556621,64
423517,677072,73
392182,945955,100
614139,455237,97
574826,638512,100
677316,332680,30
843170,780474,9
393043,7160,55
956257,923005,93
37861,789612,10
811119,628635,100
309711,744940,95
678893,622390,94
147941,446134,93
82387,133953,100
550205,9263,3
655270,621055,99
816663,768991,90
909991,295325,100
889238,312650,92
510431,348776,100
634118,246458,99
467653,345386,96
213642,934963,76
18707,258045,32
530884,932386,96
254621,139078,85
108665,85518,48
463657,801304,96
275304,111112,87
257947,144588,100
158666,851833,84
140696,60517,90
127685,310009,100
60834,285583,29
789596,809508,55
271102,739968,90
56959,254777,97
273619,729014,98
371649,466603,98
778646,860597,59
54286,720743,100
350771,283915,98
548906,616589,97
783496,730115,95
93364,830888,75
52801,390602,18
710776,384373,80
772843,328460,58
535521,234817,97
51608,23801,12
969139,816638,95
275567,668,35
222231,230796,79
405684,647002,92
266466,81681,88
362462,453268,96
69102,387045,81
910560,667031,91
132959,474049,56
148705,189723,100
365337,522524,99
547274,26950,94
180598,551627,84
238182,200684,98
942024,294117,98
918399,544693,97
322763,411111,91
471228,12856,2
89781,109066,87
743615,631312,95
655445,844424,98
441946,810084,97
543712,532680,41
15189,273477,33
536566,969633,100
330408,525561,98
46377,44284,1
679398,155554,94
511785,868396,100
858986,346447,99
278150,330802,95
612,416724,56
713,781493,64
895049,3341,78
544679,745845,91
341955,647010,96
736426,387085,98
136939,155440,99
950472,250460,99
289576,749378,92
452096,621083,100
777693,314484,52
18754,980357,67
503618,357350,95
521305,501026,95
61354,323241,78
302109,781100,100
104754,318983,98
986642,17066,89
525703,217391,29
4827,583954,96
110252,306501,29
741642,466142,100
574116,997723,100
918211,789107,90
89172,215997,93
285362,659252,29
963734,25690,95
916896,31845,94
39574,282936,17
231401,779311,92
278065,680806,98
31224,271271,97
39058,298038,84
206160,37084,100
968178,761973,100
213571,982336,72
46286,824437,59
529811,367400,77
564307,559207,64
43503,604875,32
143457,558928,57
226236,913,39
14473,29621,86
592908,475923,97
44687,58323,0
738167,399903,93
360162,825992,99
214581,4364,45
774334,346424,96
26791,129755,92
166630,76282,31
576853,252747,95
805185,337,99
427861,343484,90
854321,62097,99
480732,274659,57
421358,365759,7
511107,265097,90
44134,544400,7
25922,45003,99
410762,831204,91
612653,979629,95
554605,188495,96
494270,794246,90
6956,906194,70
19118,879166,96
77912,20099,100
395802,131289,39
241443,775103,98
410260,210959,99
101194,73001,93
641279,612631,62
724254,8409,16
905675,796389,2
753838,438275,91
173502,371556,99
37991,557811,99
499989,293299,90
141354,639148,93
496206,167335,99
607561,863325,91
67648,492424,100
66470,50342,38
451343,34548,97
722581,163009,95
803868,646004,62
164444,1552,52
393032,703857,91
97425,105689,93
729203,747148,97
307899,6430,27
652433,566464,91
26894,452759,50
462390,524940,90
723210,696095,86
348019,893989,95
617647,189646,97
599648,355598,96
506979,993140,98
837660,92570,56
68862,972109,5
140302,47282,22
430753,621655,93
197993,60177,31
789790,311125,91
130710,247737,72
131546,22152,98
17851,821852,97
970428,520065,92
42817,66850,98
10425,673995,99
620118,65790,60
27809,346554,97
708053,504766,100
559035,502395,94
120051,825046,93
973780,159101,91
881539,7979,91
837882,92588,93
852827,952615,90
204837,306881,96
240746,256159,94
183959,137135,6
118567,835407,91
259370,333607,99
873021,426077,94
243134,844309,30
905118,839290,100
884278,209201,94
700308,443014,100
305425,42807,95
390451,825876,94
142963,782576,85
8212,323903,36
25164,46133,40
24047,147898,44
210214,551833,89
247610,84434,87
532907,55140,97
9242,4786,70
674342,135426,97
54117,780055,96
525871,565498,98
2941,567946,94
255033,807535,97
229982,123677,72
41447,591203,1
507213,988084,92
338212,12572,14
118311,283706,98
389696,605139,51
116838,46129,98
316230,164413,89
306132,241095,100
575319,90591,40
266552,453530,100
164239,636372,92
577165,390302,72
294755,9563,23
125225,946678,90
620136,636607,90
12093,13807,58
172329,36553,96
535536,71467,23
293761,159680,91
275741,300934,96
414478,417497,96
53667,26188,90
914084,380757,97
923744,901359,27
417383,244898,99
338089,122381,81
730124,133339,90
835793,936621,95
536149,201631,67
62236,67236,76
140203,193034,100
527866,77204,89
186308,767993,92
169249,722337,75
316892,236028,78
5755,445827,92
172831,454646,50
265308,68057,86
162411,849076,100
134319,417196,80
537764,248987,85
213752,732939,16
4719,21891,4
44464,150311,88
360599,354024,12
301242,116117,94
956907,8590,91
280508,26054,9
373471,609493,98
168691,245254,19
36665,14575,19
201,458417,86
146891,551666,91
250769,12313,25
69032,39912,73
901844,13038,55
274146,724180,98
749221,35314,96
56946,1216,27
971267,514873,100
764762,154300,84
88567,799042,98
225142,66834,95
2068,53795,7
660760,3569,94
302629,211807,90
7993,179678,100
284610,83463,95
35394,872232,99
673429,746783,97
633191,18256,88
104402,556967,81
13578,379197,13
656619,773602,93
521588,136344,72
37732,290717,100
293130,367231,97
956634,628125,94
18700,136533,99
138795,20447,68
5163,326486,97
799058,74662,76
12823,795225,23
103765,858111,60
499160,224959,63
988710,610054,58
729809,789375,95
215,793372,22
467293,266710,55
312069,388429,100
753624,322446,98
380107,12388,100
10068,188557,70
802290,232996,100
503186,145785,99
248834,866032,72
372899,140842,73
666554,1290,56
20169,149126,59
516502,126727,100
360622,12943,83
123664,385108,54
511834,666724,92
125366,491055,99
9280,227316,93
94152,68267,97
958343,421478,93
338130,801260,96
924920,63026,94
805375,37566,96
5168,154720,19
576197,400343,96
920551,180058,96
52030,1653,8
223131,241047,61
389998,187889,96
994594,930208,91
517493,6099,5
70212,264044,50
530660,200208,100
172831,550147,97
5304,380967,91
18304,100158,94
370748,309104,31
108788,491459,96
695104,524879,95
731501,546810,99
32892,617367,97
494021,11102,45
329806,503598,99
412282,54533,96
790,861064,9
122719,382544,100
975169,430421,4
19433,585751,88
22790,899112,42
27042,914117,20
265849,892232,95
930637,24552,93
258478,129398,89
238363,805766,96
765299,680085,93
110553,309707,90
92987,973264,99
108628,342708,97
160330,128007,51
3586,840526,98
225940,509818,98
249707,14128,12
394193,56620,77
43639,398635,7
347749,379707,99
544981,678983,98
353014,474245,99
17510,8806,10
270229,530716,39
539521,883279,95
658678,117285,96
66325,160592,61
883154,417424,94
160010,12563,20
480175,293113,97
802720,678694,98
388781,125074,57
29763,867299,52
985990,687658,94
154198,40515,90
126711,557066,0
960597,938202,92
110373,429059,100
21028,101037,68
808140,14705,37
933622,661202,97
899141,268387,95
20226,480418,13
123664,16685,65
914761,368621,91
912489,361,41
17045,150038,94
147596,10400,93
423335,611376,100
393800,329845,93
261917,55654,30
5933,546655,32
35795,48942,3
637626,201806,95
567312,68691,30
571747,996068,98
13450,492989,93
24512,129869,2
139761,168440,97
250578,347986,92
451217,66912,63
939938,45018,99
836459,261512,100
395477,766385,99
24395,35849,72
619113,52943,98
774060,181804,98
443315,255756,99
538492,441471,94
79661,530092,91
634332,708551,93
734807,911169,90
868992,246391,100
484104,488645,20
635495,379011,99
432962,896578,95
641235,657186,55
190874,132951,0
388199,67540,95
744854,902296,86
314108,21526,16
271261,655648,97
672410,497160,24
111513,773556,82
199905,495047,77
263726,98469,96
443050,11366,98
688603,979949,46
223192,8320,13
59750,396883,98
354187,9529,100
631211,162055,100
952166,198894,97
973891,729312,14
652633,605393,95
780319,36508,35
232622,31082,100
269143,383522,23
955986,721328,6
383041,410823,95
122806,790330,100
209173,927513,36
46943,875230,96
585383,843285,94
680435,298307,89
419374,301752,98
810398,632880,0
286540,463005,93
347429,754409,99
551336,45352,66
799104,674079,88
702185,466992,98
992898,685881,48
669224,606335,95
13696,25795,33
541359,236816,99
40304,135782,100
240574,4231,28
29494,41896,59
358325,442056,91
466936,102777,51
995121,206797,2
943629,303174,60
607209,25992,38
197204,59522,24
35240,377199,38
81472,291943,81
74060,159078,33
55521,4049,63
206234,523125,83
7988,363784,50
104539,293804,93
167,518966,21
418995,678548,99
490451,221124,95
972815,964642,8
906250,24456,78
412073,805028,95
858877,841580,44
111811,646521,43
110146,535807,68
705022,910130,92
10025,986189,99
65454,181992,85
328683,408758,1
354710,979627,95
431382,527187,96
497532,622756,90
380667,615743,90
663569,540513,32
333241,487089,93
580292,709686,99
483086,296263,34
1011,412376,96
347664,539855,100
474781,192142,97
878404,513172,98
759273,179088,97
558514,131905,92
972807,655184,95
248457,207853,29
156743,543443,98
866136,970090,92
160740,964616,91
823429,73337,100
805145,8347,36
765371,37366,50
35090,24963,21
659005,694760,98
285339,60739,90
93763,30142,90
118886,883044,93
26070,812914,99
320688,293617,100
125163,771770,82
446146,81992,17
302634,656360,35
779615,672196,100
993114,860285,94
311208,567370,4
1012,232681,13
534358,988229,96
169675,352374,13
965507,671603,96
240443,663818,94
380490,90819,67
306130,649728,39
291738,78125,72
581179,237541,90
178330,370343,96
347500,947289,95
398657,313763,62
156660,250593,98
6415,727752,85
334553,636,66
680858,177442,100
157695,475944,99
456029,107542,35
265270,140385,90
674704,85176,94
243451,41912,8
418636,73826,23
963049,447664,93
500769,39892,82
968601,312921,91
200863,228418,94
992522,784193,100
558098,427700,93
508812,758119,93
628796,482811,77
403120,642229,89
886777,256698,29
490927,475238,92
852092,247222,86
967467,893199,8
68858,16994,37
619626,142164,99
64857,520650,32
689673,452411,72
590702,534044,97
855550,180169,97
23795,469977,96
30710,12155,49
204177,426874,98
8479,463632,55
212667,20697,70
963922,596420,91
134784,221734,92
249162,22685,6
353227,718991,24
155531,693439,49
130923,530009,95
211774,150640,98
348087,15885,22
134303,845920,99
452754,516094,96
227293,983766,26
776804,21907,99
2343,293929,72
44978,206698,88
845881,571039,18
27743,986598,99
161076,42881,89
29478,524499,82
562755,220286,96
326744,20335,92
736424,463480,6
9268,997931,71
423397,409658,99
976251,1286,86
325976,620073,98
208946,786453,48
406525,655507,94
568782,145234,89
188130,423339,97
321923,994008,96
796368,647102,100
991656,4971,99
668996,520201,52
68166,165078,95
251660,320402,55
END
